                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     55,                0.70313,                 0.7875,                0.92785,                0.83415,                0.80952,                0.82178,                0.33669,                 2.0849,                 1.4723,                 2.5747,               0.001046,               0.001046,               0.001046
                     56,                0.75674,                0.94645,                0.97878,                0.84898,                0.80338,                0.83013,                 0.3377,                  2.112,                 1.4905,                  2.681,               0.001028,               0.001028,               0.001028
                     57,                0.68246,                0.78539,                0.94706,                 0.8531,                0.80952,                0.84342,                0.37229,                 1.8951,                 1.3646,                 2.4377,                0.00101,                0.00101,                0.00101
                     58,                0.68353,                 0.7111,                0.99953,                0.93266,                0.85714,                0.87874,                0.39167,                 1.6957,                  1.251,                 2.3165,               0.000992,               0.000992,               0.000992
                     59,                0.65406,                 0.7289,                0.91076,                0.99782,                0.90476,                0.95065,                0.39092,                 1.7276,                 1.2093,                 2.3518,               0.000974,               0.000974,               0.000974
                     60,                0.63689,                0.75541,                0.90505,                0.99573,                0.90476,                0.94873,                0.36768,                 1.7238,                  1.222,                 2.3199,               0.000956,               0.000956,               0.000956
                     61,                0.64993,                 0.6912,                0.89814,                0.93942,                0.85714,                0.88677,                0.36407,                 1.6681,                 1.2064,                  2.335,               0.000938,               0.000938,               0.000938
                     62,                0.63232,                0.67632,                0.90923,                   0.94,                0.85714,                0.87215,                0.38393,                 1.6341,                 1.2051,                 2.2985,                0.00092,                0.00092,                0.00092
                     63,                0.61645,                0.66022,                0.90191,                0.99493,                0.90476,                0.95716,                0.40318,                 1.6753,                 1.1866,                 2.3149,               0.000902,               0.000902,               0.000902
                     64,                 0.6438,                 0.6666,                0.90436,                0.94986,                0.90217,                0.87584,                  0.383,                 1.6686,                 1.1831,                 2.2648,               0.000884,               0.000884,               0.000884
                     65,                0.63516,                0.69169,                0.94259,                0.94959,                0.89732,                0.87736,                0.38417,                 1.6743,                 1.1448,                 2.2513,               0.000866,               0.000866,               0.000866
                     66,                0.68288,                0.72455,                0.90882,                 0.9497,                0.89941,                0.87029,                0.36918,                 1.6561,                  1.123,                 2.2418,               0.000848,               0.000848,               0.000848
                     67,                 0.5844,                0.62927,                 0.9406,                0.94965,                0.89838,                0.86437,                0.37776,                 1.6176,                 1.0509,                 2.1791,                0.00083,                0.00083,                0.00083
                     68,                 0.5619,                0.58139,                0.89351,                0.94311,                0.95238,                0.95465,                 0.4115,                 1.5787,                0.99641,                 2.1378,               0.000812,               0.000812,               0.000812
                     69,                0.63115,                0.65019,                0.93524,                0.95228,                0.95045,                0.95307,                0.39981,                  1.539,                0.97642,                 2.0972,               0.000794,               0.000794,               0.000794
                     70,                0.59274,                0.62757,                0.89604,                0.95216,                  0.948,                0.95288,                0.40324,                 1.5139,                0.95017,                 2.0987,               0.000776,               0.000776,               0.000776
                     71,                0.60182,                 0.6299,                 0.8946,                0.95143,                0.95238,                0.95285,                0.42843,                 1.4792,                0.92104,                 2.0369,               0.000758,               0.000758,               0.000758
                     72,                0.57685,                0.64668,                0.90681,                 0.9947,                0.90476,                0.95284,                0.44176,                 1.4486,                 0.8963,                 1.9571,                0.00074,                0.00074,                0.00074
                     73,                0.62725,                0.62195,                0.88765,                      1,                0.94746,                 0.9551,                0.45268,                 1.4551,                0.90555,                 1.9452,               0.000722,               0.000722,               0.000722
                     74,                0.51875,                0.57912,                 0.8738,                0.99226,                0.90476,                0.95055,                0.43083,                 1.4731,                0.94981,                 1.9639,               0.000704,               0.000704,               0.000704
                     75,                0.57016,                0.57697,                0.91658,                0.99382,                0.90476,                0.95075,                0.43312,                  1.449,                0.99017,                 1.9536,               0.000686,               0.000686,               0.000686
                     76,                0.54482,                0.57231,                0.87275,                0.99306,                0.90476,                0.95071,                0.41513,                 1.4719,                 1.0059,                 1.9744,               0.000668,               0.000668,               0.000668
                     77,                0.56119,                0.64426,                0.92994,                0.99564,                0.90476,                 0.9507,                0.41714,                 1.5147,                 1.0013,                 2.0173,                0.00065,                0.00065,                0.00065
                     78,                0.56808,                0.61062,                0.89098,                0.99419,                0.90476,                 0.9222,                0.40289,                 1.5797,                0.95553,                 2.1156,               0.000632,               0.000632,               0.000632
                     79,                0.52069,                0.58692,                0.90108,                 0.9904,                0.90476,                0.92018,                0.40612,                 1.6235,                0.95347,                 2.1783,               0.000614,               0.000614,               0.000614
                     80,                 0.6482,                0.62455,                0.95617,                0.98634,                0.90476,                0.92748,                0.40262,                 1.6315,                0.98052,                 2.1864,               0.000596,               0.000596,               0.000596
                     81,                0.56952,                0.59827,                0.87683,                0.97918,                0.90476,                0.92909,                0.39258,                 1.6076,                0.99072,                 2.1523,               0.000578,               0.000578,               0.000578
                     82,                0.48845,                0.53256,                0.85067,                0.94547,                0.90476,                0.93567,                0.39603,                 1.5945,                 1.0087,                 2.1581,                0.00056,                0.00056,                0.00056
                     83,                 0.5336,                0.56626,                0.88926,                0.93748,                0.90476,                0.93279,                0.40005,                 1.6099,                  1.031,                  2.177,               0.000542,               0.000542,               0.000542
                     84,                0.67428,                 0.6012,                0.96778,                0.93034,                0.90476,                  0.933,                0.40207,                 1.5653,                 1.0332,                 2.1505,               0.000524,               0.000524,               0.000524
                     85,                0.51875,                 0.5625,                0.87253,                0.90249,                0.90476,                0.87597,                0.40106,                  1.543,                  1.008,                 2.1696,               0.000506,               0.000506,               0.000506
                     86,                 0.5569,                0.54798,                0.89324,                0.89615,                0.90476,                0.87204,                0.39791,                 1.5143,                 0.9833,                 2.2048,               0.000488,               0.000488,               0.000488
                     87,                0.55934,                0.51523,                0.88524,                0.90457,                0.90289,                0.87922,                0.39741,                 1.5249,                0.96128,                 2.2566,                0.00047,                0.00047,                0.00047
                     88,                0.53803,                 0.5079,                0.87858,                0.90335,                0.89062,                0.87909,                0.39193,                 1.5325,                0.95417,                 2.3148,               0.000452,               0.000452,               0.000452
                     89,                0.54335,                0.52527,                 0.8636,                0.93673,                0.85714,                0.88228,                0.40306,                 1.5312,                 0.9433,                 2.3248,               0.000434,               0.000434,               0.000434
                     90,                0.50236,                0.49474,                0.85129,                 0.9398,                0.85714,                0.87779,                0.40247,                 1.5297,                0.93228,                 2.3097,               0.000416,               0.000416,               0.000416
                     91,                0.48713,                0.53334,                0.85205,                0.93972,                0.85714,                0.87311,                0.41061,                  1.532,                0.92737,                 2.3224,               0.000398,               0.000398,               0.000398
                     92,                0.52607,                0.51082,                 0.8934,                0.94029,                0.85714,                0.87313,                 0.4263,                 1.5289,                0.90762,                 2.2997,                0.00038,                0.00038,                0.00038
                     93,                0.47914,                0.49099,                0.87458,                0.94022,                0.85714,                0.87148,                0.41153,                 1.5169,                0.89525,                 2.2643,               0.000362,               0.000362,               0.000362
                     94,                0.53088,                0.50338,                 0.8693,                0.93969,                0.85714,                0.86894,                0.41899,                 1.5105,                0.89065,                  2.284,               0.000344,               0.000344,               0.000344
                     95,                 0.5032,                0.51183,                0.90024,                0.93233,                0.85714,                 0.8682,                0.41117,                 1.5065,                0.89058,                 2.2856,               0.000326,               0.000326,               0.000326
                     96,                0.48669,                0.49131,                0.84809,                 0.9099,                0.85714,                0.87147,                0.41494,                 1.5093,                0.90609,                 2.3071,               0.000308,               0.000308,               0.000308
                     97,                0.48327,                0.50889,                0.86324,                0.90417,                0.89881,                0.87001,                0.40543,                 1.5032,                0.90902,                 2.3198,                0.00029,                0.00029,                0.00029
                     98,                0.50801,                0.52095,                0.88291,                0.89379,                0.85714,                0.82644,                0.39721,                 1.4963,                0.91177,                 2.3263,               0.000272,               0.000272,               0.000272
                     99,                0.49516,                0.49849,                0.86336,                0.89479,                0.85714,                0.82076,                0.39154,                 1.4793,                0.91784,                 2.2681,               0.000254,               0.000254,               0.000254
                    100,                0.43843,                0.46737,                0.88072,                0.89556,                0.85714,                0.81453,                 0.3873,                 1.4995,                  0.916,                 2.2936,               0.000236,               0.000236,               0.000236
                    101,                0.41084,                0.51985,                0.84003,                0.90468,                 0.9039,                 0.8622,                0.39187,                 1.5202,                0.91324,                 2.2921,               0.000218,               0.000218,               0.000218
                    102,                0.38895,                0.48864,                0.81028,                0.90303,                0.90476,                0.86221,                0.39681,                 1.5322,                0.90121,                 2.2961,                 0.0002,                 0.0002,                 0.0002
                    103,                0.42787,                0.50177,                0.80711,                0.89814,                0.85714,                0.84173,                0.39342,                 1.5472,                0.89137,                 2.3088,               0.000182,               0.000182,               0.000182
                    104,                0.41704,                0.47863,                0.82556,                0.89998,                0.85692,                 0.8399,                0.39958,                  1.561,                0.88857,                 2.3255,               0.000164,               0.000164,               0.000164
                    105,                0.38413,                0.49493,                0.84695,                0.89959,                0.85714,                0.84104,                0.41051,                 1.5823,                0.87198,                 2.3722,               0.000146,               0.000146,               0.000146
                    106,                0.37116,                0.45862,                0.80893,                0.89732,                0.85714,                 0.8359,                0.40917,                 1.5685,                0.86173,                 2.3672,               0.000128,               0.000128,               0.000128
                    107,                0.39853,                0.49272,                0.82408,                0.89513,                0.85714,                0.83291,                0.41215,                 1.5512,                0.84995,                 2.3558,                0.00011,                0.00011,                0.00011
                    108,                0.37205,                0.47539,                0.79657,                0.89283,                0.85714,                0.83232,                0.41188,                   1.54,                0.83881,                 2.3505,                9.2e-05,                9.2e-05,                9.2e-05
                    109,                0.40689,                0.47023,                0.83827,                0.94684,                0.84855,                0.83142,                0.41539,                 1.5299,                 0.8289,                  2.342,                7.4e-05,                7.4e-05,                7.4e-05
                    110,                0.35883,                0.49615,                0.84021,                0.94715,                0.85364,                0.82718,                0.41683,                   1.52,                0.82305,                 2.3329,                5.6e-05,                5.6e-05,                5.6e-05
